"BenchmarkName","Method","BaselineVersion","NewVersion","BaselineTime","NewTime","TimeChangePercent","TimeIndicator","BaselineMemory","NewMemory","MemoryChangePercent","MemoryIndicator"
"ConcatVsAppendStringArrays","UsingArrayCopyTo","10.0.0","10.0.0","29.943 μs","29.943 μs",,"","53.98 KB","53.98 KB",,""
"ConcatVsAppendStringArrays","UsingSpanAndCopyTo","10.0.0","10.0.0","29.747 μs","29.747 μs",,"","46.14 KB","46.14 KB",,""
"ConcurrentListAdd","ConcurrentAddToNormalListWithLock","8.0.6","10.0.0","119.9 μs","30.21 μs","-74.80400333611342","✓","3.25 KB","3.72 KB","14.461538461538467","✗"
"ConcurrentListAdd","ConcurrentAddToConcurrentBag","8.0.6","10.0.0","109.4 μs","44.00 μs","-59.78062157221207","✓","4.2 KB","4.06 KB","-3.3333333333333464","≈"
"ConcurrentListAdd","ConcurrentAddToNormalListWithLock","8.0.6","10.0.0","72,480.7 μs","75,816.97 μs","4.602977068378203","≈","8197.06 KB","8198.14 KB","0.013175455590174126","≈"
"ConcurrentListAdd","ConcurrentAddToConcurrentBag","8.0.6","10.0.0","17,503.3 μs","7,951.65 μs","-54.57056669313787","✓","15208.43 KB","16972.93 KB","11.602118035852484","✗"
"ConfigureAwait","ReadSynchronous","8.0.1","10.0.0","78.42 μs","103.7 μs","32.23667431777608","✗",,,,""
"ConfigureAwait","ReadAsyncAwait","8.0.1","10.0.0","192.71 μs","165.8 μs","-13.963987338487883","✓",,,,""
"ConfigureAwait","ReadAsyncAwaitConfigureAwaitFalse","8.0.1","10.0.0","171.95 μs","169.0 μs","-1.715615004361733","≈",,,,""
"ConfigureAwait","ReadAsyncAwaitConfigureAwaitTrue","8.0.1","10.0.0","170.50 μs","174.0 μs","2.0527859237536656","≈",,,,""
"ConfigureAwait","ReadSynchronous","8.0.1","10.0.0","3,306.46 μs","3,395.4 μs","2.6898858598017212","≈",,,,""
"ConfigureAwait","ReadAsyncAwait","8.0.1","10.0.0","6,983.69 μs","6,140.8 μs","-12.069407433606017","✓",,,,""
"ConfigureAwait","ReadAsyncAwaitConfigureAwaitFalse","8.0.1","10.0.0","7,186.28 μs","6,327.6 μs","-11.948880366476118","✓",,,,""
"ConfigureAwait","ReadAsyncAwaitConfigureAwaitTrue","8.0.1","10.0.0","7,142.42 μs","5,746.2 μs","-19.548276354512897","✓",,,,""
"ConfigureAwait","ReadSynchronous","8.0.1","10.0.0","36,069.10 μs","37,353.0 μs","3.559556517905908","≈",,,,""
"ConfigureAwait","ReadAsyncAwait","8.0.1","10.0.0","75,795.52 μs","65,190.6 μs","-13.99148656807157","✓",,,,""
"ConfigureAwait","ReadAsyncAwaitConfigureAwaitFalse","8.0.1","10.0.0","75,432.71 μs","66,031.7 μs","-12.462776426831278","✓",,,,""
"ConfigureAwait","ReadAsyncAwaitConfigureAwaitTrue","8.0.1","10.0.0","89,789.25 μs","62,664.1 μs","-30.20979682979867","✓",,,,""
"ContainsKey","DictionaryContainsKey","8.0.1","10.0.0","619.7 ns","563.9 ns","-9.004356946909805","✓",,,,""
"ContainsKey","ConcurrentDictionaryContainsKey","8.0.1","10.0.0","615.6 ns","562.8 ns","-8.576998050682272","✓",,,,""
"ContainsKey","DictionaryKeysDotContains","8.0.1","10.0.0","624.0 ns","573.6 ns","-8.076923076923073","✓",,,,""
"ContainsKey","ConcurrentDictionaryKeysDotContains","8.0.1","10.0.0","2,468.1 ns","2,438.7 ns","-1.1911997082776262","≈",,,,""
"ContainsKey","DictionaryContainsKey","8.0.1","10.0.0","412,762.4 ns","406,525.6 ns","-1.5109903421435784","≈",,,,""
"ContainsKey","ConcurrentDictionaryContainsKey","8.0.1","10.0.0","370,226.1 ns","362,813.8 ns","-2.0021008783551424","≈",,,,""
"ContainsKey","DictionaryKeysDotContains","8.0.1","10.0.0","417,660.7 ns","407,380.2 ns","-2.4614477732762503","≈",,,,""
"ContainsKey","ConcurrentDictionaryKeysDotContains","8.0.1","10.0.0","1,159,663,840.0 ns","861,314,273.3 ns","-25.727245811165417","✓",,,,""
"ContainsVsIndexOf","CountUsingContains","8.0.1","10.0.0","795.7 ns","759.0 ns","-4.61229106447154","≈",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinal","8.0.1","10.0.0","799.8 ns","748.4 ns","-6.4266066516629134","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinalIgnoreCase","8.0.1","10.0.0","1,246.1 ns","502.4 ns","-59.68220849049033","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCulture","8.0.1","10.0.0","2,250.7 ns","1,681.6 ns","-25.28546674367974","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCultureIgnoreCase","8.0.1","10.0.0","2,360.4 ns","1,765.1 ns","-25.220301643789195","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCulture","8.0.1","10.0.0","2,174.4 ns","1,495.1 ns","-31.240802060338492","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCultureIgnoreCase","8.0.1","10.0.0","2,260.1 ns","1,659.8 ns","-26.56077164727224","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOf","8.0.1","10.0.0","2,246.2 ns","1,793.0 ns","-20.176297747306556","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCulture","8.0.1","10.0.0","2,132.7 ns","1,480.9 ns","-30.562198152576535","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCultureIgnoreCase","8.0.1","10.0.0","2,206.2 ns","1,572.3 ns","-28.732662496600486","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfCurrentCultureIgnoreCase","8.0.1","10.0.0","2,356.6 ns","1,861.2 ns","-21.021811083764742","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinal","8.0.1","10.0.0","844.9 ns","750.2 ns","-11.208427032784938","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinalIgnoreCase","8.0.1","10.0.0","1,220.6 ns","490.5 ns","-59.814845158118956","✓",,,,""
"ContainsVsIndexOf","CountUsingContains","8.0.1","10.0.0","8,477.4 ns","7,193.6 ns","-15.143794087809933","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinal","8.0.1","10.0.0","8,689.0 ns","7,450.5 ns","-14.253654045344689","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinalIgnoreCase","8.0.1","10.0.0","11,452.5 ns","4,943.7 ns","-56.83300589390963","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCulture","8.0.1","10.0.0","24,178.3 ns","18,331.7 ns","-24.18118726295893","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCultureIgnoreCase","8.0.1","10.0.0","24,811.3 ns","20,225.2 ns","-18.483916602515784","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCulture","8.0.1","10.0.0","23,312.2 ns","16,563.4 ns","-28.94964868180609","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCultureIgnoreCase","8.0.1","10.0.0","24,030.6 ns","18,269.8 ns","-23.9727680540644","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOf","8.0.1","10.0.0","24,160.6 ns","19,288.1 ns","-20.16713161096993","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCulture","8.0.1","10.0.0","22,799.1 ns","16,618.9 ns","-27.107210372339246","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCultureIgnoreCase","8.0.1","10.0.0","23,956.1 ns","18,626.6 ns","-22.246943367242583","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfCurrentCultureIgnoreCase","8.0.1","10.0.0","25,266.4 ns","20,577.4 ns","-18.55824335876896","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinal","8.0.1","10.0.0","8,493.2 ns","7,273.3 ns","-14.363255310130462","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinalIgnoreCase","8.0.1","10.0.0","11,450.0 ns","4,956.9 ns","-56.70829694323144","✓",,,,""
"ContainsVsIndexOf","CountUsingContains","8.0.1","10.0.0","110,706.5 ns","99,860.9 ns","-9.796714736713747","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinal","8.0.1","10.0.0","111,050.0 ns","97,147.4 ns","-12.519225574065743","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinalIgnoreCase","8.0.1","10.0.0","143,732.1 ns","75,964.2 ns","-47.14875800186598","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCulture","8.0.1","10.0.0","295,388.6 ns","191,782.0 ns","-35.07467789887625","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCultureIgnoreCase","8.0.1","10.0.0","272,158.3 ns","212,121.2 ns","-22.059624858032983","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCulture","8.0.1","10.0.0","239,955.5 ns","176,829.5 ns","-26.307377826305295","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCultureIgnoreCase","8.0.1","10.0.0","257,712.5 ns","201,267.3 ns","-21.90239123053791","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOf","8.0.1","10.0.0","254,466.7 ns","200,850.2 ns","-21.070143952037732","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCulture","8.0.1","10.0.0","240,531.2 ns","181,129.6 ns","-24.696006173003752","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCultureIgnoreCase","8.0.1","10.0.0","256,144.8 ns","202,188.1 ns","-21.06492109150761","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfCurrentCultureIgnoreCase","8.0.1","10.0.0","273,169.4 ns","223,453.8 ns","-18.19954943708923","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinal","8.0.1","10.0.0","111,154.1 ns","99,335.3 ns","-10.632806167293877","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinalIgnoreCase","8.0.1","10.0.0","143,467.9 ns","73,440.6 ns","-48.8104307653489","✓",,,,""
"ContainsVsIndexOf","CountUsingContains","8.0.1","10.0.0","1,214,052.5 ns","1,095,408.2 ns","-9.772583969803616","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinal","8.0.1","10.0.0","1,218,328.1 ns","1,090,444.3 ns","-10.4966634193203","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitOrdinalIgnoreCase","8.0.1","10.0.0","1,579,285.6 ns","916,442.7 ns","-41.971059572758726","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCulture","8.0.1","10.0.0","2,641,498.0 ns","2,046,750.0 ns","-22.51555746019872","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitCurrentCultureIgnoreCase","8.0.1","10.0.0","2,864,034.9 ns","2,312,290.9 ns","-19.264569715962608","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCulture","8.0.1","10.0.0","2,500,675.4 ns","1,898,327.4 ns","-24.087412544626943","✓",,,,""
"ContainsVsIndexOf","CountUsingContainsExplicitInvariantCultureIgnoreCase","8.0.1","10.0.0","2,787,778.2 ns","2,125,252.9 ns","-23.765351920751808","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOf","8.0.1","10.0.0","2,640,876.6 ns","2,108,996.6 ns","-20.140282207809328","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCulture","8.0.1","10.0.0","2,518,651.0 ns","1,878,858.2 ns","-25.402201416551957","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfInvariantCultureIgnoreCase","8.0.1","10.0.0","2,728,007.8 ns","2,182,993.9 ns","-19.978458272736606","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfCurrentCultureIgnoreCase","8.0.1","10.0.0","2,859,104.7 ns","2,365,632.1 ns","-17.25968972035197","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinal","8.0.1","10.0.0","1,190,716.0 ns","1,103,149.8 ns","-7.35407939424682","✓",,,,""
"ContainsVsIndexOf","CountUsingIndexOfOrdinalIgnoreCase","8.0.1","10.0.0","1,579,648.2 ns","905,473.1 ns","-42.67881291543269","✓",,,,""
"ConvertAllVsSelectAndToList","ConvertAll","8.0.1","10.0.0","24.71 ns","34.76 ns","40.67179279643868","✗",,,,""
"ConvertAllVsSelectAndToList","SelectAndToList","8.0.1","10.0.0","39.30 ns","25.01 ns","-36.361323155216276","✓",,,,""
"ConvertAllVsSelectAndToList","ConvertAll","8.0.1","10.0.0","14,820.54 ns","12,441.28 ns","-16.053801008600228","✓",,,,""
"ConvertAllVsSelectAndToList","SelectAndToList","8.0.1","10.0.0","8,476.28 ns","7,398.19 ns","-12.718904991340551","✓",,,,""
"ConvertToStringVsToString","IntsToString","8.0.1","10.0.0","69.97 μs","65.31 μs","-6.659997141632128","✓",,,,""
"ConvertToStringVsToString","IntsToStringUsingConvert","8.0.1","10.0.0","68.69 μs","65.48 μs","-4.673169311399029","≈",,,,""
"ConvertToStringVsToString","DoublesToString","8.0.1","10.0.0","1,098.80 μs","698.20 μs","-36.45795413178013","✓",,,,""
"ConvertToStringVsToString","DoublesToStringUsingConvert","8.0.1","10.0.0","1,107.45 μs","696.62 μs","-37.09693439884419","✓",,,,""
"ConvertToStringVsToString","DecimalsToString","8.0.1","10.0.0","472.31 μs","352.14 μs","-25.443035294615825","✓",,,,""
"ConvertToStringVsToString","DecimalsToStringUsingConvert","8.0.1","10.0.0","472.34 μs","353.12 μs","-25.24029300927298","✓",,,,""
"ConvertVsParse","StringToIntUsingConvert","8.0.1","10.0.0","68.60 ns","68.76 ns","0.23323615160351432","≈","-","-",,""
"ConvertVsParse","StringToIntUsingParse","8.0.1","10.0.0","68.72 ns","68.64 ns","-0.11641443538998589","≈","-","-",,""
"ConvertVsParse","StringToIntUsingTryParse","8.0.1","10.0.0","71.75 ns","68.97 ns","-3.874564459930315","≈","-","-",,""
"ConvertVsParse","StringToIntUsingConvert","8.0.1","10.0.0","771.85 ns","750.74 ns","-2.734987368011921","≈","-","-",,""
"ConvertVsParse","StringToIntUsingParse","8.0.1","10.0.0","771.38 ns","782.83 ns","1.4843527185045045","≈","-","-",,""
"ConvertVsParse","StringToIntUsingTryParse","8.0.1","10.0.0","833.77 ns","781.68 ns","-6.2475262962207845","✓","-","-",,""
"ConvertVsParse","StringToIntUsingConvert","8.0.1","10.0.0","98,347.48 ns","93,022.08 ns","-5.4148820081612605","✓","-","-",,""
"ConvertVsParse","StringToIntUsingParse","8.0.1","10.0.0","98,518.46 ns","93,499.67 ns","-5.094263552231742","✓","-","-",,""
"ConvertVsParse","StringToIntUsingTryParse","8.0.1","10.0.0","101,729.10 ns","93,408.50 ns","-8.1791739040255","✓","-","-",,""
"ConvertVsParse","StringToIntUsingConvert","8.0.1","10.0.0","1,027,367.35 ns","996,650.00 ns","-2.9899091108939735","≈","-","-",,""
"ConvertVsParse","StringToIntUsingParse","8.0.1","10.0.0","1,116,122.22 ns","1,028,137.57 ns","-7.88306588860851","✓","-","-",,""
"ConvertVsParse","StringToIntUsingTryParse","8.0.1","10.0.0","1,145,973.44 ns","1,031,981.14 ns","-9.94720261579535","✓","-","-",,""
"CopyByteArray","CloneWithToArray","8.0.2","10.0.0","35.226 ns","8.024 ns","-77.22137057854994","✓",,,,""
"CopyByteArray","CloneWithArrayCopy","8.0.2","10.0.0","12.470 ns","6.736 ns","-45.98235765838012","✓",,,,""
"CopyByteArray","CloneWithBufferBlockCopy","8.0.2","10.0.0","14.306 ns","7.024 ns","-50.90171955822731","✓",,,,""
"CopyByteArray","CloneWithAsSpanToArray","8.0.2","10.0.0","9.211 ns","6.567 ns","-28.7048094669417","✓",,,,""
"CopyByteArray","CloneWithToArray","8.0.2","10.0.0","42.711 ns","12.489 ns","-70.75928917609046","✓",,,,""
"CopyByteArray","CloneWithArrayCopy","8.0.2","10.0.0","19.925 ns","10.723 ns","-46.183186951066496","✓",,,,""
"CopyByteArray","CloneWithBufferBlockCopy","8.0.2","10.0.0","21.134 ns","10.963 ns","-48.12624207438251","✓",,,,""
"CopyByteArray","CloneWithAsSpanToArray","8.0.2","10.0.0","15.025 ns","9.788 ns","-34.85524126455907","✓",,,,""
"CopyByteArray","CloneWithToArray","8.0.2","10.0.0","663.527 ns","455.487 ns","-31.353660062062282","✓",,,,""
"CopyByteArray","CloneWithArrayCopy","8.0.2","10.0.0","687.869 ns","462.422 ns","-32.77469983383464","✓",,,,""
"CopyByteArray","CloneWithBufferBlockCopy","8.0.2","10.0.0","694.922 ns","456.468 ns","-34.313779100388246","✓",,,,""
"CopyByteArray","CloneWithAsSpanToArray","8.0.2","10.0.0","692.993 ns","471.644 ns","-31.9410152772106","✓",,,,""
"CountCharDigits","CountDigitsUsingIsDigit","8.0.3","10.0.0","3.980 ms","2.620 ms","-34.17085427135678","✓",,,,""
"CountCharDigits","CountDigitsUsingSubtraction","8.0.3","10.0.0","3.516 ms","2.413 ms","-31.370875995449378","✓",,,,""
"CountCharDigits","CountDigitsUsingHashSet","8.0.3","10.0.0","13.285 ms","9.731 ms","-26.751975912683477","✓",,,,""
"CountDigitsBenchmark","CountDigitsUsingMath","8.0.11","10.0.0","756.4 ns","742.3 ns","-1.864093072448443","≈","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingMathIncludingFloor","8.0.11","10.0.0","835.5 ns","762.5 ns","-8.737283064033512","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingString","8.0.11","10.0.0","1,384.9 ns","1,041.3 ns","-24.810455628565247","✓","4424 B","4424 B",,""
"CountDigitsBenchmark","CountDigitsUsingMaxMahem","8.0.11","10.0.0","1,496.8 ns","659.5 ns","-55.939337252805984","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingMaxMahemDigitsLengthConditonalLookup","8.0.11","10.0.0","291.2 ns","246.5 ns","-15.350274725274721","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingLookupTable","8.0.11","10.0.0","231.0 ns","172.7 ns","-25.238095238095244","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingMath","8.0.11","10.0.0","7,492.2 ns","7,308.6 ns","-2.4505485705133263","≈","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingMathIncludingFloor","8.0.11","10.0.0","7,914.3 ns","7,509.8 ns","-5.1110016046902444","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingString","8.0.11","10.0.0","16,447.3 ns","10,250.8 ns","-37.67487672748719","✓","44376 B","44376 B",,""
"CountDigitsBenchmark","CountDigitsUsingMaxMahem","8.0.11","10.0.0","18,200.0 ns","9,350.0 ns","-48.62637362637363","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingMaxMahemDigitsLengthConditonalLookup","8.0.11","10.0.0","3,097.4 ns","2,261.2 ns","-26.996836056047012","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingLookupTable","8.0.11","10.0.0","2,215.4 ns","1,637.0 ns","-26.108152026722042","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingMath","8.0.11","10.0.0","754,788.8 ns","729,195.3 ns","-3.3908160799418323","≈","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingMathIncludingFloor","8.0.11","10.0.0","849,384.8 ns","754,852.4 ns","-11.12951397293665","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingString","8.0.11","10.0.0","1,724,193.3 ns","1,466,187.4 ns","-14.963861650546962","✓","4426137 B","4426136 B","-2.2593064787646655E-05","≈"
"CountDigitsBenchmark","CountDigitsUsingMaxMahem","8.0.11","10.0.0","2,081,876.2 ns","1,305,367.7 ns","-37.298495462890635","✓","2 B","-",,""
"CountDigitsBenchmark","CountDigitsUsingMaxMahemDigitsLengthConditonalLookup","8.0.11","10.0.0","299,448.6 ns","250,349.2 ns","-16.396603624127803","✓","-","-",,""
"CountDigitsBenchmark","CountDigitsUsingLookupTable","8.0.11","10.0.0","219,429.4 ns","163,490.7 ns","-25.492800873538364","✓","-","-",,""
"CountingStringsBenchmark","ForLoopCountUsingLengthEqualsZero","8.0.1","10.0.0","7.851 ns","9.733 ns","23.971468602725775","✗",,,,""
"CountingStringsBenchmark","ForLoopCountUsingLengthEqualsZeroWithNullCheck","8.0.1","10.0.0","9.942 ns","9.263 ns","-6.82961174813921","✓",,,,""
"CountingStringsBenchmark","ForLoopCountUsingLengthEqualsZeroWithTryCatch","8.0.1","10.0.0","28.951 ns","29.973 ns","3.5301025871299725","≈",,,,""
"CountingStringsBenchmark","ForLoopCountUsingEmptyStringLiteral","8.0.1","10.0.0","9.241 ns","9.806 ns","6.114056920246721","✗",,,,""
"CountingStringsBenchmark","ForLoopCountUsingStringDotEmpty","8.0.1","10.0.0","9.178 ns","9.826 ns","7.060361734582695","✗",,,,""
"CountingStringsBenchmark","ForEachLoopCountUsingLengthEqualsZero","8.0.1","10.0.0","9.228 ns","8.880 ns","-3.7711313394018093","≈",,,,""
"CountingStringsBenchmark","ForEachLoopCountUsingEmptyStringLiteral","8.0.1","10.0.0","9.254 ns","10.135 ns","9.52020747784742","✗",,,,""
"CountingStringsBenchmark","ForEachLoopCountUsingStringDotEmpty","8.0.1","10.0.0","9.267 ns","10.091 ns","8.891766483220028","✗",,,,""
"CountingStringsBenchmark","ForLoopCountUsingIsNullOrEmpty","8.0.1","10.0.0","9.071 ns","9.128 ns","0.6283761437548273","≈",,,,""
"CountingStringsBenchmark","CountUsingLinqWhereEmptyStringLiteral","8.0.1","10.0.0","35.809 ns","45.727 ns","27.696947694713618","✗",,,,""
"CountingStringsBenchmark","CountUsingLinqWhereLengthEqualsZero","8.0.1","10.0.0","36.353 ns","35.134 ns","-3.3532308200148577","≈",,,,""
"CountingStringsBenchmark","ForLoopCountUsingLengthEqualsZero","8.0.1","10.0.0","79.478 ns","107.532 ns","35.297818264173735","✗",,,,""
"CountingStringsBenchmark","ForLoopCountUsingLengthEqualsZeroWithNullCheck","8.0.1","10.0.0","105.773 ns","88.756 ns","-16.088226674103975","✓",,,,""
"CountingStringsBenchmark","ForLoopCountUsingLengthEqualsZeroWithTryCatch","8.0.1","10.0.0","288.837 ns","246.024 ns","-14.82254697286012","✓",,,,""
"CountingStringsBenchmark","ForLoopCountUsingEmptyStringLiteral","8.0.1","10.0.0","89.117 ns","101.312 ns","13.684257773488776","✗",,,,""
"CountingStringsBenchmark","ForLoopCountUsingStringDotEmpty","8.0.1","10.0.0","88.499 ns","100.781 ns","13.878122916643138","✗",,,,""
"CountingStringsBenchmark","ForEachLoopCountUsingLengthEqualsZero","8.0.1","10.0.0","86.502 ns","81.282 ns","-6.034542553929388","✓",,,,""
"CountingStringsBenchmark","ForEachLoopCountUsingEmptyStringLiteral","8.0.1","10.0.0","85.611 ns","105.000 ns","22.647790587658122","✗",,,,""
